coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Ethiopia Alo Chilaka Natural;94;Viroqua, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$22.00/12 ounces;66;88;6.47;22;Ethiopia;Viroqua, Wisconsin;USA;Ethiopia
Panama Bambito Gesha;94;Olympia, Washington;Bambito Mountains, Chiriqui, Panama;Light;$55.00/8 ounces;62;84;24.25;55;Panama;Olympia, Washington;USA;Panama
Panama Geisha Vuelta DRD Natural;97;Hilo, Hawai’i;Boquete growing region, western Panama;Light;$88.00/4 ounces;66;88;77.6;88;Panama;Hilo, Hawaii;USA;Panama
Kona S12 Kaffa Washed;96;Hilo, Hawai’i;Hōlualoa, North Kona, Hawai’i Island;Light;$100.00/4 ounces;67;94;88.18;100;Island;Hilo, Hawaii;USA;
Kona Geisha Rosé Washed;96;Hilo, Hawai’i;Hōlualoa, North Kona, Hawai’i Island;Light;$100.00/4 ounces;64;88;88.18;100;Island;Hilo, Hawaii;USA;
Colombia Cafe La Granja Pink Bourbon;96;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;62;88;28;1.234567901;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Cafe La Granja Sudan Rume Natural;95;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;66;92;28;1.234567901;Colombia;Jersey, New Jersey;USA;Colombia
Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05;97;Taipei, Taiwan;Boquete growing region, western Panama;Light;$700/4 ounces;64;88;617.28;700;Panama;Taipei, Taiwan;Taiwan;Panama
Kenya AA Kangiri New Irati;95;Barronett, Wisconsin;Kigumo growing region, Muranga County, Kenya;Light;$19.00/12 ounces;66;84;5.59;19;Kenya;Barronett, Wisconsin;USA;Kenya
Costa Rica Central Valley Honey Geisha;94;Barronett, Wisconsin;Alajuela, Central Valley, Costa Rica;Light;$16.00/6 ounces;62;80;9.41;16;Rica;Barronett, Wisconsin;USA;Costa Rica
Ethiopia Sidama Bombe G1 Washed;94;Barronett, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$19.00/12 ounces;64;84;5.59;19;Ethiopia;Barronett, Wisconsin;USA;Ethiopia
Kenya AA Aries Return Espresso;96;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $950/8 ounces;44;60;418.87;950;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Kenya All’s Well Peaberry Espresso;96;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $900/8 ounces;46;72;396.83;900;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Espresso No. 6 Finca San José Ocaña;96;Antigua Guatemala, Guatemala;San Juan Sacatepéquez, Antigua Department, Guatemala;Medium;$25.00/12 ounces;50;64;7.35;25;Guatemala;Antigua, Guatemala;Guatemala;Guatemala
Kahiko Orange;98;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$99.95/8 ounces;54;84;44.07;99.95;;Holualoa, Hawaii;USA;
Kenya Washed Kiambu Yara Estate PB TOP;97;Chia-Yi, Taiwan;Ruiru, Kiambu County, south-central Kenya;Medium Light;NT $300/4 ounces;58;80;264.55;300;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kona Orange;96;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Light;$79.95/8 ounces;58;84;35.25;79.95;;Holualoa, Hawaii;USA;
Colombia Wilton Benitez Sudan Rume;96;Fort Wayne, Indiana;Piendamo, Cauca Department, Colombia;Light;$29.00/8 ounces;64;84;12.79;29;Colombia;Fort Wayne, Indiana;USA;Colombia
Ethiopia Washed Gute 74110 Lot JH;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;60;82;211.64;480;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Natural Sidama Bura Karamo 74158;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;57;88;211.64;480;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Taiwan Honey Alishan Ming Yang Yuan Gesha;95;Chia-Yi, Taiwan;Alishan, Taiwan;Light;NT $1,110/4 ounces;62;84;0.88;;Taiwan;Chia-Yi, Taiwan;Taiwan;Taiwan
Kenya Washed Kiambu AB TOP Lot Yerihar;94;Chia-Yi, Taiwan;Kiambu County, south-central Kenya;Medium Light;NT $350/8 ounces;58;78;154.32;350;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kenya Ibonia Estate;95;Lexington, Virginia;Kiambu County, Kenya;Medium Light;$24.00/12 ounces;58;80;7.05;24;Kenya;Lexington, Virginia;USA;Kenya
Ethiopia Worka Sakaro;94;Lexington, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Light;$27.00/12 ounces;62;86;7.94;27;Ethiopia;Lexington, Virginia;USA;Ethiopia
Guatemala Washed Huehuetenango Joya Verde;94;Chia-Yi, Taiwan;Huehuetenango, Guatemala;Medium Light;NT $260/8 ounces;56;74;114.64;260;Guatemala;Chia-Yi, Taiwan;Taiwan;Guatemala
Ethiopia Washed Guji Uraga Tebe Burka;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $330/8 ounces;58;80;145.5;330;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Natural Sidama ALO Village SKY Project FL;94;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $490/4 ounces;60;77;432.1;490;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Taiwan Natural Alishan Chi Tsai Liu Li Ecological Farm;94;Chia-Yi, Taiwan;Alishan, Taiwan;Medium Light;NT $1,100/4 ounces;60;77;0.88;;Taiwan;Chia-Yi, Taiwan;Taiwan;Taiwan
Wilton Benitez SL28;96;Madison, Wisconsin;Piendamo, Cauca Department, Colombia;Medium Light;$33.00/8 ounces;58;82;14.55;33;Colombia;Madison, Wisconsin;USA;Colombia
Kolla Bolcha #6 Ethiopia;94;Madison, Wisconsin;Agaro, Oromia region, Ethiopia;Medium Light;$20.00/12 ounces;60;79;5.88;20;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Bener Meriah Sumatra;94;Madison, Wisconsin;Aceh, Sumatra, Indonesia;Medium Light;$20.00/12 ounces;59;77;5.88;20;Indonesia;Madison, Wisconsin;USA;Indonesia
Yemen Haraaz;96;San Diego, California;Sharqi, Haraaz, Yemen;Light;$40.00/250 grams;60;82;16;1.410934744;Yemen;San Diego, California;USA;Yemen
Ethiopia Yirgacheffe Hama Honey;95;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $600/227 grams;59;81;264.32;21.16402116;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Colombia Finca Santuario Red Bourbon Natural;95;Taipei City, Taiwan;Cauca Department, Colombia;Light;NT $600/227 grams;62;94;264.32;21.16402116;Colombia;Taipei, Taiwan;Taiwan;Colombia
Ethiopia Yirgacheffe Gutiti Gargari Natural;94;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $450/227 grams;60;77;198.24;15.87301587;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
130 Blend;94;San Diego, California;Guatemala, Ethiopia;Medium Light;$19.00/12 ounces;55;79;5.59;19;Ethiopia;San Diego, California;USA;Ethiopia
Ethiopia Bench Maji Gori Gesha ORO Yeast Natural G1;94;Tainan, Taiwan;Bench-Maji Zone, southern Ethiopia;Medium Light;NT 780/227 grams;55;79;343.61;27.51322751;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Fruits Melody;94;Chia-Yi, Taiwan;Ethiopia;Light;NT $390/227 grams;65;81;171.81;13.75661376;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Kenya Melwa AA Washed;94;Tainan, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $480/227 grams;64;88;211.45;16.93121693;Kenya;Tainan, Taiwan;Taiwan;Kenya
Colombia Wilton Benitez Thermal Shock Red Bourbon;94;Chicago, Illinois;Piendamo, Cauca Department, Colombia;Light;$38.00/8 ounces;60;83;16.75;38;Colombia;Chicago, Illinois;USA;Colombia
Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6;97;Taipei, Taiwan;Boquete growing region, western Panama;Light;$80.00/4 ounces;66;84;70.55;80;Panama;Taipei, Taiwan;Taiwan;Panama
El Salvador La Providencia Maria Pacas Bernadina Honey;95;San Diego, California;Los Naranjos, Juayua, Sonsonate, El Salvador;Light;$39.25/12 ounces;62;84;11.54;39.25;Salvador;San Diego, California;USA;El Salvador
Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic;95;San Diego, California;Tolima Department, Colombia;Light;$47.25/12 ounces;66;90;13.89;47.25;Colombia;San Diego, California;USA;Colombia
Ethiopia West Arsi Washed G1;95;Taipei, Taiwan;Guji Zone, southern Ethiopia;Light;NT $550/225 grams;64;88;244.44;19.40035273;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Washed Yirgacheffe Chelbesa SNNPR Gedeo G1;94;Taichung, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $480/8 ounces;64;84;211.64;480;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
Colombia Lulo Wonka Wonka & Sebastian Gomez;96;Cleveland, Tennessee;Colombia;Light;$19.99/8 ounces;64;86;8.81;19.99;Colombia;Cleveland, Tennessee;USA;Colombia
Colombia Finca La Reserva;94;Cleveland, Tennessee;Antioquia Department, Colombia;Light;$19.99/8 ounces;64;84;8.81;19.99;Colombia;Cleveland, Tennessee;USA;Colombia
Ethiopia Washed Ayla Bombe;94;Livingston, Montana;Sidamo growing region, southern Ethiopia;Medium Light;$19.00/12 ounces;59;79;5.59;19;Ethiopia;Livingston, Montana;USA;Ethiopia
Ethiopia Mr. Ocholo Bedecho;95;Lexington, Virginia;Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia;Light;$22.00/12 ounces;58;84;6.47;22;Ethiopia;Lexington, Virginia;USA;Ethiopia
Colombia Pink Champagne El Mirador Blend;94;Reno, Nevada;Huila Department, Colombia;Light;$29.00/10 ounces;66;93;10.23;29;Colombia;Reno, Nevada;USA;Colombia
Guatemala El Injerto Malawi Geisha Washed;95;Yilan, Taiwan;Huehuetenango Department, Guatemala;Light;NT $950/100 grams;69;88;950;33.50970018;Guatemala;Yilan, Taiwan;Taiwan;Guatemala
Guatemala El Injerto Legendary Geisha Natural Lot E1-06;94;Taipei, Taiwan;Huehuetenango Department, Guatemala;Light;$23.67/4 ounces;60;88;20.87;23.67;Guatemala;Taipei, Taiwan;Taiwan;Guatemala
Guatemala Washed Finca La Hermosa Gesha Peaberry;94;Chia-Yi, Taiwan;Acatenango growing region, Guatemala;Medium Light;$21.95/4 ounces;56;84;19.36;21.95;Guatemala;Chia-Yi, Taiwan;Taiwan;Guatemala
Qunqana Ethiopia;95;Madison, Wisconsin;Sidamo growing region, Ethiopia;Light;$23.00/12 ounces;63;81;6.76;23;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Finca La Reserva Colombia Gesha Honey;95;Madison, Wisconsin;Ciudad Bolivar, Antioquia Department, Colombia;Medium Light;$22.00/8 ounces;59;77;9.7;22;Colombia;Madison, Wisconsin;USA;Colombia
Ethiopia Ayla Bombe;96;Fort Wayne, Indiana;Sidamo growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;61;78;5.88;20;Ethiopia;Fort Wayne, Indiana;USA;Ethiopia
Ethiopia Arbegona Yaye Washed;95;Fort Wayne, Indiana;Chericho, Sidamo growing region, Ethiopia;Light;$24.00/12 ounces;62;80;7.05;24;Ethiopia;Fort Wayne, Indiana;USA;Ethiopia
Sumatra Putra Gayo Natural;94;Fort Wayne, Indiana;Aceh Province, Sumatra, Indonesia;Medium Light;$23.00/12 ounces;60;79;6.76;23;Indonesia;Fort Wayne, Indiana;USA;Indonesia
El Salvador Finca Plan del Hoyo Microlot;94;Peoria, Illinois;Llamatepec, Apaneca growing region, El Salvador;Medium Light;$16.00/12 ounces;60;77;4.7;16;Salvador;Peoria, Illinois;USA;El Salvador
Kenya Kichwa Tembo;94;Chicago, Illinois;Kenya;Medium Light;$28.00/12 ounces;59;81;8.23;28;Kenya;Chicago, Illinois;USA;Kenya
Ethiopia Sidama Alice Orchard Natural G1;95;Tainan, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $550/227 grams;64;86;242.29;19.40035273;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Colombia Fruit Loops Gesha Washed;94;Long Island City, New York;Huila Department, Colombia;Light;$37.99/6 ounces;65;89;22.33;37.99;Colombia;Long Island, New York;USA;Colombia
Kenya Gachatha AA Top;94;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $309/8 ounces;62;80;136.24;309;Kenya;Taipei, Taiwan;Taiwan;Kenya
Ethiopia Bench-Maji Lucy Station Geisha Washed;94;Taipei, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $339/8 ounces;64;84;149.47;339;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2;94;Taipei, Taiwan;Gedeb District, Gedeo Zone, Ethiopia;Light;NT $449/8 ounces;66;90;197.97;449;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed;97;Yilan, Taiwan;Cañas Verdes, Boquete, Panama;Light;NT $1200/20 grams;62;84;6000;42.32804233;Panama;Yilan, Taiwan;Taiwan;Panama
Kenya Washed Kiambu AA;96;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $290/8 ounces;47;69;127.87;290;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kenya Washed Kiambu Maganjo AA TOP;95;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $350/8 ounces;58;82;154.32;350;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Washed Yirgacheffe Botabaa Lot;95;Chia-Yi, Taiwan;Gedeo Zone, SNNPR, southern Ethiopia;Light;NT $330/8 ounces;62;84;145.5;330;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ecuador Galo Morales;94;Fort Wayne, Indiana;San Jose de Minas, Pichincha, Ecuador;Light;$20.00/.8 ounces;64;86;8.82;20;Ecuador;Fort Wayne, Indiana;USA;Ecuador
Orange Bourbon Natural;95;Pahala, Hawaii;Ka‘ū growing district, Big Island of Hawai’i;Light;$35.00/8 ounces;64;88;15.43;35;;Pahala, Hawaii;USA;
Ethiopia Yirgacheffe Huke Premium Washed G1;95;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;64;82;6.17;21;Ethiopia;Barronett, Wisconsin;USA;Ethiopia
Ethiopia Yirgacheffe Huke Premium Natural G1;94;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;62;80;6.17;21;Ethiopia;Barronett, Wisconsin;USA;Ethiopia
Colombia El Vergel #1;94;Plymouth, Massachusetts;Huila Department, Colombia;Light;$15.00/12 ounces;64;86;4.41;15;Colombia;Plymouth, Massachusetts;USA;Colombia
Ethiopia Sidama Bensa;94;Taitung, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $350/200 grams;65;87;175;12.34567901;Ethiopia;Taitung, Taiwan;Taiwan;Ethiopia
Ethiopia Guji Rosechee Washed G1;94;Tainan, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $600/227 grams;66;88;264.32;21.16402116;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Ethiopia Bench-Maji Lucy Geisha;94;Taitung, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $380/200 grams;66;84;190;13.40388007;Ethiopia;Taitung, Taiwan;Taiwan;Ethiopia
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1;95;Taichung, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $480/8 ounces;66;88;211.64;480;Ethiopia;Taichung, Taiwan;Taiwan;Ethiopia
Acacia Hills Geisha;96;Madison, Wisconsin;Karatu, Oldeani Region, Tanzania;Medium Light;$24.00/8 ounces;58;80;10.58;24;Tanzania;Madison, Wisconsin;USA;Tanzania
Nsoga Iweyza Tanzania;95;Madison, Wisconsin;Mbeya, Tanzania;Medium Light;$24.00/8 ounces;57;77;10.58;24;Tanzania;Madison, Wisconsin;USA;Tanzania
Wilton Benitez Java;96;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$20.00/8 ounces;59;93;8.82;20;Colombia;Madison, Wisconsin;USA;Colombia
Ethiopia Guji Narcissus Washed G1;94;Tainan, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $580/227 grams;63;82;255.51;20.45855379;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Asobombo Colombia;94;Madison, Wisconsin;Pitalito, Huila Department, Colombia;Light;$20.00/12 ounces;63;85;5.88;20;Colombia;Madison, Wisconsin;USA;Colombia
Panama Hacienda La Esmeralda Special Nano Geisha Gigante Washed Euphora Lot;96;Taipei, Taiwan;Boquete growing region, western Panama;Light;$90.00/4 ounces;66;88;79.37;90;Panama;Taipei, Taiwan;Taiwan;Panama
Costa Rica Las Lajas Black Diamond Bourbon;95;Charlotte, North Carolina;Sabanilla de Alajuela, Central Valley, Costa Rica;Light;$28.00/12 ounces;72;102;8.23;28;Rica;Charlotte, North Carolina;USA;Costa Rica
Colombia Wilton Benitez Red Bourbon;94;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/250 grams;66;88;12.4;1.093474427;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Wilton Benitez Yellow Bourbon;94;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/250 grams;65;90;12.4;1.093474427;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Wilton Benitez Gesha Thermal Shock Wine Yeast;96;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/125 grams;68;92;24.8;1.093474427;Colombia;Jersey, New Jersey;USA;Colombia
Colombia Wilton Benitez Striped Bourbon Thermal Shock;95;Jersey City, New Jersey;Piendamó, Cauca Department, Colombia;Light;$31.00/125 grams;65;92;24.8;1.093474427;Colombia;Jersey, New Jersey;USA;Colombia
Ethiopia Mulish;94;Sacramento, California;Guji Zone, Oromia region, Ethiopia;Medium Light;$25.50/12 ounces;58;78;7.5;45802;Ethiopia;Sacramento, California;USA;Ethiopia
Ethiopia Gesha Village Oma Gesha 1931 Natural;96;Taipei, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $799/100 grams;59;83;799;28.18342152;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Djimma Limu Gummay Baby Geisha Washed;95;Taipei, Taiwan;Djimma Limu, Oromia Region, southern Ethiopia;Light;NT $359/8 ounces;64;88;158.29;359;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1;94;Taipei, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $560/220 grams;64;86;254.55;19.75308642;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Guji Bule Hambela TOH#1;94;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $599/8 ounces;57;76;264.11;599;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Natural Sidama Bensa Blue Donkey 24/1;96;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $350/8 ounces;60;77;154.32;350;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Peru Washed Los Santos Farm Gesha;95;Chia-Yi, Taiwan;Lonya Grande, Utcubamba Province, Peru;Light;NT $450/8 ounces;64;84;198.41;450;Peru;Chia-Yi, Taiwan;Taiwan;Peru
Peru Black Honey Los Santos Farm Gesha;94;Chia-Yi, Taiwan;Lonya Grande, Utcubamba Province, Peru;Light;NT $410/8 ounces;64;88;180.78;410;Peru;Chia-Yi, Taiwan;Taiwan;Peru
Nyeri Hill Kenya;94;Madison, Wisconsin;Nyeri growing region, south-central Kenya;Medium Light;$23.00/12 ounces;58;76;6.76;23;Kenya;Madison, Wisconsin;USA;Kenya
Colombia Tabi La Roca;94;Chicago, Illinois;Armenia, Quindio Department, Colombia;Light;$51.00/12 ounces;57;87;14.99;51;Colombia;Chicago, Illinois;USA;Colombia
Ethiopia Sidama West Arsi Nansebo Natural G1;95;Tainan City, Taiwan;Guji Zone, southern Ethiopia;Light;NT $480/227 grams;58;86;211.45;16.93121693;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Ethiopia Moonlight Delight Wine Process Natural;94;Tainan City, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $750/227 grams;66;88;330.4;26.45502646;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Colombia Caldas Twilight Geisha Natural;94;Tainan City, Taiwan;Caldas, Colombia;Light;NT $750/227 grams;58;86;330.4;26.45502646;Colombia;Tainan, Taiwan;Taiwan;Colombia
Wilton Benitez Orange Bourbon;95;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Light;$25.00/8 ounces;63;81;11.02;25;Colombia;Madison, Wisconsin;USA;Colombia
Costa Rica Tarrazú Tirra;94;Fort Wayne, Indiana;San Marcos, Tarrazú growing region, Costa Rica;Medium Light;$24.00/12 ounces;58;82;7.05;24;Rica;Fort Wayne, Indiana;USA;Costa Rica
Kona Maragogype;94;Pahala, Hawaii;Pahala, Hawaii;Medium Light;$37.00/7 ounces;56;76;18.64;37;Hawaii;Pahala, Hawaii;USA;United States
Ethiopia Natural Sidama Bensa Bombe;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $280/8 ounces;58;77;123.46;280;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Washed Bench Maji Baby Lucy Gesha;94;Chia-Yi, Taiwan;Bench Maji Zone, southern Ethiopia;Light;NT $300/8 ounces;64;86;132.28;300;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Taiwan Natural Meishan Ching-Ye Farm Lot 0116;94;Chia-Yi, Taiwan;Meishan, Chia-Yi, Taiwan;Light;NT $400/4 ounces;62;80;352.73;400;Taiwan;Chia-Yi, Taiwan;Taiwan;Taiwan
Brazil Ipanema Premier Cru Cherry Cold Drip;94;Yilan, Taiwan;Southern Minas Gerais, Brazil;;NT $200/150 ml bottle;0;0;133.33;;Brazil;Yilan, Taiwan;Taiwan;Brazil
Gesha Spirits;96;San Diego, California;Huila Department, Colombia;Light;$37.00/8 ounces;64;88;16.31;37;Colombia;San Diego, California;USA;Colombia
Colombia El Jardin Anaerobic Natural;94;Durango, Colorado;Chinchina, Caldas Department, Colombia;Medium Light;$20.95/12 ounces;59;81;6.16;20.95;Colombia;Durango, Colorado;USA;Colombia
Colombia Los Nogales Yellow Bourbon;94;Osaka, Japan;;Light;$28.00/150 grams;63;86;18.67;0.987654321;;Osaka, Japan;Japan;
Ethiopia Chelba Natural;94;Taitung, Taiwan;Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia;Medium Light;NT $350/200 grams;51;80;175;12.34567901;Ethiopia;Taitung, Taiwan;Taiwan;Ethiopia
Tanzania Karatu Acacia Hills Geisha Washed AB Espresso;94;Zhubei, Taiwan;Karatu, Oldeani growing region, Tanzania;Medium Light;NT $399/100 grams;58;80;399;14.07407407;Tanzania;Zhubei, Taiwan;Taiwan;Tanzania
Las Margaritas Geisha Honey;95;Madison, Wisconsin;Caicendonia, Valle Del Cauca, Colombia;Light;$25.00/8 ounces;62;84;11.02;25;Colombia;Madison, Wisconsin;USA;Colombia
Colombia Papayo;94;San Diego, California;Huila Department, Colombia;Light;$30.00/12 ounces;62;86;8.82;30;Colombia;San Diego, California;USA;Colombia
Las Margaritas Sudan Rume Natural;94;Madison, Wisconsin;Caicendonia, Valle Del Cauca, Colombia;Medium Light;$40.00/8 ounces;59;82;17.64;40;Colombia;Madison, Wisconsin;USA;Colombia
Colombia Green Apple Castillo;94;Chicago, Illinois;Armenia, Quindio Department, Colombia;Light;$42.00/8 ounces;63;86;18.52;42;Colombia;Chicago, Illinois;USA;Colombia
Colombia La Palma Y Tucán Heroes Series Geisha;94;Cleveland, Tennessee;Cundinamarca Department, central Colombia;Light;$28.99/8 ounces;64;97;12.78;28.99;Colombia;Cleveland, Tennessee;USA;Colombia
Ethiopia Sidamo Bensa Anaerobic Washed;94;Taipei, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $319/12 ounces;59;94;93.77;319;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Ethiopia Sidama Orange Blossom Washed G1;94;Tainan City, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $500/227 grams;64;82;220.26;17.6366843;Ethiopia;Tainan, Taiwan;Taiwan;Ethiopia
Ethiopia Washed Sidama Bensa Single Variety 74158;94;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $600/227 grams;62;82;264.32;21.16402116;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Guatemala Bella Carmona;94;Fort Wayne, Indiana;Antigua valley, Sacatepequez Department, Guatemala;Medium Light;$20.00/12 ounces;57;79;5.88;20;Guatemala;Fort Wayne, Indiana;USA;Guatemala
