coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA;94;Taichung City, Taiwan;Murang'a County, central Kenya;Medium Light;USD $206.00/8 ounces;56;78;90,83;;Kenya
Ethiopia Grade 1 Chelchele;94;San Diego, California;Yirgacheffe growing region, southern Ethiopia;Light;$22.00/12 ounces;62;80;6,47;22.0;Ethiopia
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra;95;Taoyuan, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium;NT $1100/8 ounces;47;73;485,01;1100.0;Ethiopia
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed;94;Taoyuan, Taiwan;Alishan, Taiwan;Medium;NT $1100/8 ounces;46;64;485,01;1100.0;Taiwan
Ethiopia Keramo Zero Oxygen Natural;94;Redding, California;Keramo Village, Sidama Region, Ethiopia;Medium Light;$55.00/8 ounces;60;78;24,25;55.0;Ethiopia
Panama Elida ASD Natural;94;Jersey City, New Jersey;Boquete growing region, western Panama;Light;$60.00/150 grams;62;80;40;2.1164021164021163;Panama
Peru Yanesha Geisha;94;Kaohsiung City, Taiwan;Pasco Department, Villa Rica, Peru;Medium Light;NT $1,000/8 ounces;61;79;0,44;;Peru
Ethiopia Guji Chembi;95;Keelung, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $450/227 grams;58;76;198,24;15.873015873015872;Ethiopia
Kenya Nyeri;94;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $450/225 grams;57;77;200;15.873015873015872;Kenya
Kona Red Bourbon Anaerobic Washed Uluwehi Farm;95;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;58;74;26,41;29.95;
Wush Wush;95;Floyd, Virginia;Sidama growing region, southern Ethiopia;Light;$20.99/12 ounces;60;82;6,17;20.99;Ethiopia
Honey Typica Anaerobic;95;Captain Cook, Hawai’i;North Kona growing district, “Big Island” of Hawai’i;Medium Light;$75.00/16 ounces;56;74;16,53;75.0;
Geisha;94;Captain Cook, Hawaii;North Kona growing district, “Big Island” of Hawai’i;Medium Light;$33.00/8 ounces;55;71;14,55;33.0;
Panama Abu Natural ASD Geisha BOP GN11;96;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $1200/4 ounces;58;76;1058,2;1200.0;Panama
Ethiopia Kochere Boji;95;Lexington, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.95/12 ounces;60;77;5,86;19.95;Ethiopia
Panama Finca Minerva-Mirage Pacamara BOP PAC04;95;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $600/4 ounces;46;76;529,1;600.0;Panama
Tanzania Shimiligwanda;94;Lexington, Virginia;Songwe Region, southwestern Tanzania;Light;$17.95/12 ounces;62;80;5,28;17.95;Tanzania
Ethiopia Natural Guji Blue-Donkey 2020;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;59;77;143,3;325.0;Ethiopia
Kenya Washed Peaberry Rnyeusi;94;Chia-Yi, Taiwan;Central Province, Kenya;Medium Light;NT $325/8 ounces;52;74;143,3;325.0;Kenya
Ethiopia COE 2nd place Washed Sidamo Rumudamo;94;Chia-Yi, Taiwan;Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia;Medium Light;NT $350/20 grams;60;78;1750;12.345679012345679;Ethiopia
Ethiopia Yirgacheffe Natural Haru Suke G1;94;Chia-Yi, Taiwan;Gedeo, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $310/8 ounces;60;80;136,68;310.0;Ethiopia
Finca Sophia Gesha Washed;98;San Rafael, California;Nueva Suiza, Chiriquí, Panama;Medium Light;$50.00/4 ounces;58;76;44,09;50.0;Panama
Colombia Granja La Esperanza Java Anaerobic;95;San Diego, California;Valle del Cauca growing region, Colombia;Medium Light;$85.00/6 ounces;53;73;49,97;85.0;Colombia
Shantawene Ethiopia Daya Bensa Natural;94;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$19.00/12 ounces;62;80;5,59;19.0;Ethiopia
Kenya AA FAQ;94;Yilan, Taiwan;Kenya;Medium Light;NT $330/200 grams;60;77;165;11.64021164021164;Kenya
Ardent Ethiopia Natural;97;Madison, Wisconsin;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$35.00/8 ounces;57;77;15,43;35.0;Ethiopia
Kona Mocca®;96;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$74.95/8 ounces;52;70;33,05;74.95;
Holiday Coffee;94;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$39.95/8 ounces;54;74;17,61;39.95;
Ethiopia Dur Feres Natural;94;Floyd, Virginia;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.99/12 ounces;60;78;5,58;18.99;Ethiopia
Kenya AA Ares Phoenix Special;96;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $900/8 ounces;44;60;396,83;900.0;Kenya
Esmeralda Estate Panama Geisha;94;London, England;Boquete growing region, western Panama;;£45/10 capsules;0;0;;;Panama
GW01 Finca Sophia Olympus Geisha;98;Yilan, Taiwan;Nueva Suiza, Chiriquí, Panama;Medium Light;NT $5,000/20 grams;58;76;25;;Panama
La Esperanza Colombian Natural X.O.;94;Durango, Colorado;Valle de Cauca, Colombia;Medium Light;$16.95/12 ounces;54;70;4,98;16.95;Colombia
Taiwan Geisha Honey;94;Minneapolis, Minnesota;Alishan, Taiwan;Light;$64.95/4 ounces;62;80;57,28;64.95;Taiwan
Camilina Geisha;95;San Diego, California;Piedra Candela, Chiriqui Province, western Panama;Medium Light;$85.00/6 ounces;60;78;49,97;85.0;Panama
Hacienda La Esmeralda Buenos Aires Geisha Natural;95;Topeka, Kansas;Jaramillo, Panama;Medium Light;$65.00/8 ounces;54;70;28,66;65.0;Panama
Ethiopia Sidama Bona Washed G1;94;Hsinchu, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$29.00/8 ounces;58;78;12,79;29.0;Ethiopia
Sidama Extreme Papilio Washed;94;Taichung City, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$25.00/12 ounces;59;74;7,35;25.0;Ethiopia
Finca Santa Isabel;94;Antigua, Guatemala;Cobán growing region, Alta Verapaz, Guatemala;Medium Light;$13.00/12 ounces;55;73;3,82;13.0;Guatemala
Finca San Carlos;94;Antigua, Guatemala;Antigua growing region, Guatemala;Medium Light;$13.00/12 ounces;56;72;3,82;13.0;Guatemala
Ethiopia Natural Guji D Minor Special Lot;97;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $400/8 ounces;60;76;176,37;400.0;Ethiopia
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha;94;Chia-Yi, Taiwan;Chiriqui, Boquete growing region, western Panama;Medium Light;NT $750/4 ounces;58;74;661,38;750.0;Panama
Costa Rica Cordillera del Fuego;94;Johns Creek, Georgia;Tarrazu, Costa Rica;Medium Light;$29.99/10 ounces;58;76;10,58;29.99;Rica
Ethiopia Bombe Mountains;94;Jersey City, New Jersey;Bombe mountains, Sidama Region, southern Ethiopia;Medium Light;$25.00/12 ounces;58;76;7,35;25.0;Ethiopia
Ethiopia Yirgacheffe G1 Natural Asfaw Maru;94;Bozeman, Montana;Yirgacheffe growing region, southern Ethiopia;Medium Light;$16.95/12 ounces;52;70;4,98;16.95;Ethiopia
Coffea Diversa Rume Sudan Winey;95;Minneapolis, Minnesota;Suchitan, Guatemala;Light;$19.95/4 ounces;64;84;17,59;19.95;Guatemala
Hawai’i Puna Anaerobic Washed;94;Minneapolis, Minnesota;Puna growing region, Big Island of Hawai’i;Medium Light;$19.95/4 ounces;58;76;17,59;19.95;
Colombia Hacienda Casablanca;94;Toronto, Ontario, Canada;Cundinamarca, Colombia;Medium Light;US $20.00/12 ounces;62;78;5,88;;Colombia
Ethiopia Natural Guji Kercha Lot Riverside;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $275/8 ounces;58;78;121,25;275.0;Ethiopia
Costa Rica Yellow Honey Lot Kinka Bear;94;Chia-Yi, Taiwan;Costa Rica;Medium Light;NT $250/8 ounces;52;70;110,23;250.0;Rica
San Diego Natural;95;Madison, Wisconsin;Tarrazu, Costa Rica;Medium Light;$17.90/12 ounces;55;75;5,26;45917,00;Rica
Buna Boka #1;94;Madison, Wisconsin;idamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.75/12 ounces;60;78;5,51;18.75;Ethiopia
El Jardin;94;Madison, Wisconsin;Antioquia, Colombia;Medium Light;$28.00/8 ounces;58;74;12,35;28.0;Colombia
Kenya Wachuri;95;San Rafael, California;Nyeri growing region, south-central Kenya;Medium;$22.00/12 ounces;48;66;6,47;22.0;Kenya
Kenya Baragwi Guama AB;95;Bedford, New Hampshire;Kirinyaga District, south-central Kenya;Medium Light;$17.00/12 ounces;60;80;5;17.0;Kenya
Kenya ARES;95;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $380/115 grams;54;74;330,43;13.403880070546737;Kenya
Empress Kenya;95;Taipei, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $550/225 grams;58;74;244,44;19.400352733686066;Kenya
Kenya Kiambu AB Top Lot;94;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $450/227 grams;54;72;198,24;15.873015873015872;Kenya
Kenya Kiambu Maua Lot AB;94;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $325/8 ounces;60;78;143,3;325.0;Kenya
Kenya Thunguri AA;94;Los Angeles, California;Kirinyaga District, south-central Kenya;Medium Light;$21.95/12 ounces;58;80;6,45;21.95;Kenya
Kenya Kirinyaga Kabare Karani AA;94;Toronto, Ontario, Canada;Kirinyaga District, south-central Kenya;Medium Light;CAD $22.00/225 grams;60;78;9,78;;Kenya
Kenya Kirinyaga Kii;94;Yilan, Taiwan;Kirinyaga District, south-central Kenya;Medium Light;NT $500/200 grams;57;77;250;17.636684303350968;Kenya
Kenya Rungeto;94;Carlsbad, California;Kirinyaga District, south-central Kenya;Medium Light;$23.00/12 ounces;56;72;6,76;23.0;Kenya
Kenya AA Top Gatomboya;94;Martinez, California;Nyeri growing region, south-central Kenya;Medium Light;$12.00/8 ounces;54;72;5,29;12.0;Kenya
Heart & Soul Espresso Blend;94;Martinez, California;"Guatemala; Ethiopia";Medium;$12.00/8 ounces;50;70;5,29;12.0;Ethiopia
Ethiopia Banko Gotiti;94;San Diego, California;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;57;77;5,88;20.0;Ethiopia
Ethiopia Yabitu Koba;94;Santa Rosa Beach, Florida;Guji Zone, southern Ethiopia;Medium Light;$20.00/12 ounces;58;78;5,88;20.0;Ethiopia
Ethiopia Banko Gotiti;94;Topeka, Kansas;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;$19.50/12 ounces;60;78;5,73;45796,00;Ethiopia
Rhapsody of Dreams;94;Chia-Yi City, Taiwan;Kenya, Colombia;Medium Light;NT $450/227 grams;58;74;198,24;15.873015873015872;Colombia
Laura’s Reserve SL34;95;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai'i;Medium Light;$62.95/8 ounces;60;78;27,76;62.95;
Ethiopia Reko Yirgacheffe;94;Sacramento, California;Yirgacheffe growing region, Ethiopia;Medium Light;$20.50/12 ounces;60;76;6,03;45797,00;Ethiopia
Colombia Asobombo Inza;94;Bedford, New Hampshire;Cauca, Colombia;Light;$16.00/12 ounces;62;84;4,7;16.0;Colombia
Ethiopia Sidamo Natural Twakok G1;94;Kaohsiung, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;NT $550/230 grams;52;72;239,13;19.400352733686066;Ethiopia
Panama Boquete Torre Lot #1 Geisha Honey;94;Kaohsiung, Taiwan;Boquete, Panama;Light;NT $2500/100 grams;62;80;2500;88.18342151675485;Panama
Yellow Caturra (special lot);94;Ka'u, Hawaii;Ka’u growing region, Big island of Hawai’i;Medium Light;$15.00/4 ounces;56;70;13,23;15.0;
Hawai’i Kilauea Volcano Yeast Fermentation Washed;96;Minneapolis, Minnesota;Puna, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;58;76;26,41;29.95;
Kona Pink Honey Black Rock Farm;94;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium Light;$24.95/4 ounces;58;78;22;24.95;
Ethiopia Kayon Mountain;94;Lexington, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Medium Light;$19.95/12 ounces;60;78;5,86;19.95;Ethiopia
Benti Nenqa #209 Ethiopia;94;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$18.75/12 ounces;60;78;5,51;18.75;Ethiopia
El Salvador Santa Elena Pacamara;94;Yilan, Taiwan;Chalatenango, El Salvador;Medium Light;NT $500/200 grams;54;70;250;17.636684303350968;Salvador
Ethiopia Sheka Kawo Kamina Natural;95;Minneapolis, Minnesota;Illubabor Zone, Oromia Region, Ethiopia;Medium Light;$24.95/12 ounces;58;72;7,33;24.95;Ethiopia
Black Swan Blend;94;Chia-Yi, Taiwan;"Colombia; Guatemala; Ethiopia";Medium Light;NT $260/8 ounces;54;70;114,64;260.0;Ethiopia
Indonesia Lintong Mandheling;94;Taipei, Taiwan;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;NT $450/225 grams;58;78;200;15.873015873015872;Indonesia
Ethiopia Yirgacheffe Natural Farm Direct;94;Henderson, Nevada;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$22.00/12 ounces;58;76;6,47;22.0;Ethiopia
Kenya Karatina AA 2020;94;Henderson, Nevada;Nyeri growing region, south-central Kenya;Medium Light;$24.00/12 ounces;58;76;7,05;24.0;Kenya
Colombia San Luís Gesha;94;Johns Creek, Georgia;Tolima, Colombia;Medium Light;$24.99/10 ounces;60;76;8,81;24.99;Colombia
Karani Kenya;95;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;56;74;6,17;21.0;Kenya
Miraflores Colombia;95;Madison, Wisconsin;Sevilla, San Augustin, Huila, Colombia;Medium Light;$22.00/12 ounces;58;78;6,47;22.0;Colombia
Kenya Gatuya;94;Truckee, California;Murang'a County, central Kenya;Medium Light;$21.00/12 ounces;55;73;6,17;21.0;Kenya
Flight Seasonal Espresso;94;Floyd, Virginia;Ethiopia;Medium Light;$18.49/12 ounces;58;80;5,44;18.49;Ethiopia
Kenya Gicherori;94;Sacramento, California;Embu, Kenya;Medium Light;$23.50/12 ounces;58;78;6,91;45800,00;Kenya
Ethiopia Kayon Mountain (Natural);94;Floyd, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$18.99/12 ounces;64;92;5,58;18.99;Ethiopia
Ethiopia Kayon Mountain (Washed);94;Floyd, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$18.49/12 ounces;62;88;5,44;18.49;Ethiopia
Ethiopia Dame Dabaye;95;Spokane, Washington;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;$16.00/12 ounces;60;76;4,7;16.0;Ethiopia
Kenya Nyeri AB Nyeshun;96;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $400/8 ounces;58;78;176,37;400.0;Kenya
Ethiopia Guji Bishala;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $290/8 ounces;58;76;127,87;290.0;Ethiopia
Ethiopia Wegida Natural;94;Viroqua, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Light;$20.00/12 ounces;62;80;5,88;20.0;Ethiopia
Ka’u Red Caturra Peaberry;94;Kihei, Maui, Hawaii;Wood Valley, Ka’u, Big Island of Hawai’i;Medium Light;$50.00/12 ounces;58;78;14,7;50.0;
Wush Wush Ginbo Keffa Ethiopia;95;Eugene, Oregon;Sidama growing region, southern Ethiopia;Medium Light;$24.00/16 ounces;60;74;5,29;24.0;Ethiopia
Burundi Karehe;95;Renton, Washington;Ngozi Province, Burundi;Medium Light;$20.00/12 ounces;60;76;5,88;20.0;Burundi
Ethiopia Guji Natural;94;Atlanta, Georgia;Guji Zone, Oromia Region, Southern Ethiopia;Light;$18.00/12 ounces;64;83;5,29;18.0;Ethiopia
Ethiopia Gera Estate Natural;94;Harrisonburg, Virginia;Agaro Gera, Jimma Zone, Oromia Region, Ethiopia;Light;$15.99/12 ounces;67;96;4,7;15.99;Ethiopia
Estelí Nicaragua;94;Washington, D.C.;Dipilto, Nicaragua;Medium Light;$15.00/8 ounces;60;79;6,61;15.0;Nicaragua
Limu Ethiopia Natural;94;Des Moines, Iowa;Jimma Zone, Oromia State, Ethiopia;Light;$14.00/12 ounces;66;85;4,12;14.0;Ethiopia
Colombia Finca El Roblar;94;Jackson, Mississippi;Suaza, Huila, Colombia;Medium Light;$16.50/12 ounces;60;76;4,85;45793,00;Colombia
Guatemala Bella Carmona;94;Crystal Lake, Illinois;Antigua, Guatemala;Medium Light;$19.00/12 ounces;58;74;5,59;19.0;Guatemala
Ethiopia Yirgacheffe Kochere Debo;94;Thermopolis, Wyoming;Yirgacheffe growing region, southern Ethiopia;Medium Light;$14.00/12 ounces;54;70;4,12;14.0;Ethiopia
Kilauea Volcano Champagne Natural;95;Minneapolis, Minnesota;Volcano, Puna District, Big Island of Hawai’i;Light;$29.95/4 ounces;64;80;26,41;29.95;
Nicaragua La Benedicion SL28 Natural;94;Minneapolis, Minnesota;Nueva Segovia, Nicaragua;Light;$19.95/6 ounces;62;80;11,73;19.95;Nicaragua
Colombia Tolima Geisha;94;Minneapolis, Minnesota;Tolima, Colombia;Light;$19.98/4 ounces;62;82;17,62;19.98;Colombia
Ethiopia Haro Guta Natural;94;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $400/8 ounces;62;80;176,37;400.0;Ethiopia
Kenya AA Kirinyaga Kii;95;Kaohsiung City, Taiwan;Kirinyaga District, south-central Kenya;Medium Light;NT $600/8 ounces;60;78;264,55;600.0;Kenya
Colombia Antioquia La Papaya Bourbon Chiroso;94;Kaohsiung City, Taiwan;Antioquia Department, northwest Colombia;Medium Light;NT $700/8 ounces;62;76;308,64;700.0;Colombia
Karimiuki Espresso;96;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;58;76;6,17;21.0;Kenya
Karimiuki Kenya;95;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;58;76;6,17;21.0;Kenya
Colombia San Pedro;94;Denver, Colorado;Acevedo, Huila Department, Colombia;Medium Light;$19.00/12 ounces;56;72;5,59;19.0;Colombia
DR Congo, Gera Village, SOPACDI;94;Crystal Lake, Illinois;South Kivu Province, the Democratic Republic of the Congo;Medium Light;$21.00/12 ounces;58;76;6,17;21.0;Congo
El Floral Colombia;95;Madison, Wisconsin;Planadas, Tolima Department, Colombia;Medium Light;$21.00/12 ounces;59;77;6,17;21.0;Colombia
El Salvador Geisha Natural;94;Minneapolis, Minnesota;Chalatenango, El Salvador;Medium Light;$16.95/6 ounces;58;74;9,96;16.95;Salvador
Ethiopia Natural Guji Lot D Minor;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $275/8 ounces;58;76;121,25;275.0;Ethiopia
Taiwan Natural Alishan Zhuo-Wu Farm Geisha;94;Chia-Yi, Taiwan;Alishan, Chaiyi, Taiwan;Medium Light;NT $1,000/4 ounces;56;72;0,88;;Taiwan
All Rise;94;Roanoke, Virginia and Floyd, Virginia;"Ethiopia; Democratic Republic of the Congo";Medium Light;$20.00/12 ounces;54;72;5,88;20.0;Congo
Guji Uraga Nitro Cold Brew;94;Denver, Colorado;Guji Zone, Oromia region, southern Ethiopia;;$3.99/8-ounce can;0;0;1,76;;Ethiopia
Kamoini Black Coffee;94;San Francisco, California;Nyeri growing region, south-central Kenya;;$4.00/can;0;0;;;Kenya
Ethiopia Nano Challa Cold Brew;94;Carbondale, Colorado;Jimma Zone, Oromia State, Ethiopia;;$18.99/50 ounces;0;0;1,34;18.99;Ethiopia
Brazil Ipanema Black Edition A-41 Red Cherry;94;Yilan, Taiwan;Ipanema, Brazil;;NT $200/150 ml. bottle;0;0;;;Brazil
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey;94;Douliou City, Taiwan;Tobosi, Cartago Province, Costa Rica;Medium Light;NT $450/220 grams;52;70;204,55;15.873015873015872;Rica
Sudan Rume;94;Jersey City, New Jersey;Valle del Cauca growing region, Colombia;Light;$30.00/6 ounces;62;80;17,64;30.0;Colombia
Ethiopia Sidama Keramo Village;94;Jersey City, New Jersey;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$25.00/12 ounces;60;76;7,35;25.0;Ethiopia
Red Bourbon Natural Exclusive Reserve;95;Captain Cook, Hawaii;North Kona growing district, “Big Island” of Hawaii;Medium Light;$38.00/8 ounces;58;76;16,75;38.0;Hawaii
Nano Genji Agaro Gera;94;Sacramento, California;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium;$21.00/12 ounces;52;68;6,17;21.0;Ethiopia
Sumatra Pantan Musara;94;Billings, Montana;Aceh Province, Sumatra, Indonesia;Medium Light;$21.00/12 ounces;58;74;6,17;21.0;Indonesia
Kona Classic Black Rock Farm;94;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium;$18.95/4 ounces;52;68;16,71;18.95;
Ethiopian Yirgacheffe Natural;94;Henderson, Nevada;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;58;76;5,88;20.0;Ethiopia
Colombia Cauca At’e;94;Martinez, California;Paéz, Cauca Department, Colombia;Medium Light;$12.00/8 ounces;60;78;5,29;12.0;Colombia
Sumatra Pantan Musara;94;Minneapolis, Minnesota;Pantan Musara, Gayo, Sumatra, Indonesia;Medium Light;$24.95/12 ounces;54;72;7,33;24.95;Indonesia
Sumatra Gayo G1 Triple-Picked Lot 005;94;Chia-Yi, Taiwan;Aceh Province, Sumatra, Indonesia;Medium Light;NT $225/8 ounces;56;74;99,21;225.0;Indonesia
Nano Genji #4 Espresso;96;Madison, Wisconsin;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$18.75/12 ounces;56;74;5,51;18.75;Ethiopia
Ignacio Quintero Colombia;95;Madison, Wisconsin;Inza, Cauca Department, Colombia;Medium Light;$18.00/12 ounces;58;78;5,29;18.0;Colombia
Esmeralda Estate Panama Geisha;94;London, England;Boquete growing region, western Panama;;£50.00/10 capsules;0;0;;;Panama
Ka’u Giant Maragogipe;94;Mountain View, Hawai'i;Ka’u growing region, Big Island of Hawai'i;Medium Light;$35.00/10 ounces;54;68;12,35;35.0;
Organic Ethiopia Agaro-Nano Challa;94;Minneapolis, Minnesota;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$22.95/12 ounces;58;74;6,75;22.95;Ethiopia
Kerinci Palompek Sumatra;94;Madison, Wisconsin;Jambi Province, Sumatra, Indonesia;Medium Light;$17.80/12 ounces;58;78;5,23;45886,00;Indonesia
Kenya Embu Gicherori Factory AA Top;95;Yilan, Taiwan;Embu County, Kenya;Medium Light;NT $580/200 grams;58;74;290;20.458553791887123;Kenya
Colombia Finca Lord Baltimore Papayo;94;Minneapolis, Minnesota;Pitalito, Huila Department, Colombia;Light;$24.95/12 ounces;62;80;7,33;24.95;Colombia
Mocha Java;96;Fort Bragg, California;"Sumatra; Ethiopia";Medium;$14.50/12 ounces;52;68;4,26;45791,00;Ethiopia
Ethiopia Shantawene Washed;96;Floyd, Virginia;idamo (also Sidama) growing region, southern Ethiopia;Medium Light;$20.99/12 ounces;60;78;6,17;20.99;Ethiopia
